iter	Passed	Remaining
200	94001	2712019
201	94499	2712404
202	94962	2711823
203	95380	2709928
204	95828	2708908
205	96257	2707362
206	96765	2708040
207	97295	2709301
208	97753	2708570
209	98249	2708882
210	98724	2708619
211	99196	2708258
212	99680	2708229
213	100129	2707252
214	100712	2709866
215	101184	2709490
216	101648	2708900
217	102115	2708392
218	102565	2707436
219	103001	2706119
220	103469	2705658
221	103943	2705353
222	104395	2704454
223	104864	2703998
224	105287	2702391
225	105779	2702523
226	106214	2701226
227	106661	2700228
228	107133	2699847
229	107561	2698400
230	108053	2698531
231	108557	2698968
232	109019	2698355
233	109523	2698783
234	109971	2697808
235	110501	2698860
236	110977	2698570
237	111442	2698025
238	111877	2696774
239	112304	2695313
240	112767	2694713
241	113251	2694639
242	113721	2694206
243	114212	2694297
244	114650	2693121
245	115135	2693053
246	115561	2691604
247	116042	2691431
248	116522	2691251
249	116965	2690209
250	117401	2689010
251	117808	2687156
252	118249	2686096
253	118690	2685026
254	119108	2683442
255	119516	2681655
256	119955	2680565
257	120388	2679332
258	120828	2678295
259	121260	2677056
260	121692	2675835
261	122160	2675414
262	122595	2674253
263	123004	2672550
264	123409	2670763
265	123854	2669848
266	124317	2669343
267	124807	2669384
268	125329	2670127
269	125847	2670755
270	126359	2671260
271	126841	2671136
272	127300	2670517
273	127738	2669451
274	128168	2668227
275	128648	2668052
276	129118	2667662
277	129595	2667432
278	130050	2666741
279	130501	2665961
280	130946	2665059
281	131421	2664781
282	131867	2663900
283	132315	2663082
284	132844	2663883
285	133270	2662608
286	133771	2662844
287	134209	2661830
288	134676	2661370
289	135178	2661626
290	135703	2662309
291	136183	2662106
292	136618	2661023
293	137045	2659795
294	137470	2658548
295	137896	2657304
296	138308	2655802
297	138723	2654371
298	139161	2653383
299	139606	2652515
300	140089	2652392
301	140544	2651724
302	141060	2652214
303	141505	2651369
304	141982	2651113
305	142455	2650786
306	142886	2649690
307	143345	2649096
308	143744	2647415
309	144171	2646246
310	144633	2645725
311	145088	2645071
312	145465	2643004
313	145941	2642743
314	146442	2642945
315	146869	2641798
316	147251	2639847
317	147680	2638738
318	148170	2638744
319	148671	2638916
320	149158	2638844
321	149601	2638003
322	150097	2638090
323	150588	2638087
324	151043	2637444
325	151552	2637751
326	151949	2636109
327	152387	2635180
328	152793	2633712
329	153254	2633185
330	153719	2632740
331	154144	2631600
332	154564	2630373
333	155016	2629715
334	155462	2628941
335	155903	2628082
336	156352	2627377
337	156802	2626668
338	157278	2626413
339	157712	2625454
340	158142	2624418
341	158636	2624463
342	159053	2623218
343	159532	2623003
344	159976	2622223
345	160445	2621846
346	160650	2617165
347	161136	2617083
348	161585	2616396
349	162009	2615298
350	162456	2614573
351	162903	2613868
352	163304	2612416
353	163745	2611606
354	164162	2610411
355	164605	2609640
356	165053	2608953
357	165520	2608567
358	165774	2604828
359	166211	2603974
360	166631	2602865
361	167088	2602337
362	167526	2601499
363	167996	2601172
364	168447	2600548
365	168930	2600428
366	169398	2600061
367	169861	2599620
368	170296	2598747
369	170765	2598411
370	171223	2597887
371	171702	2597685
372	172160	2597176
373	172622	2596717
374	173080	2596210
375	173536	2595657
376	173912	2593926
377	174377	2593525
378	174818	2592760
379	175236	2591651
380	175673	2590837
381	176146	2590559
382	176562	2589423
383	177005	2588706
384	177325	2586187
385	177749	2585198
386	178210	2584737
387	178648	2583958
388	179023	2582270
389	179476	2581698
390	179860	2580152
391	180315	2579613
392	180753	2578848
393	181242	2578789
394	181743	2578913
395	182207	2578510
396	182719	2578784
397	183213	2578799
398	183648	2577989
399	184109	2577538
400	184498	2576077
401	184955	2575578
402	185376	2574570
403	185783	2573377
404	186224	2572657
405	186683	2572181
406	187074	2570784
407	187556	2570621
408	188023	2570266
409	188480	2569773
410	188942	2569343
411	189412	2569022
412	189767	2567140
413	190236	2566816
414	190719	2566665
415	191231	2566911
416	191682	2566339
417	192161	2566138
418	192600	2565402
419	193046	2564766
420	193456	2563647
421	193899	2562963
422	194383	2562825
423	194849	2562460
424	195320	2562139
425	195825	2562281
426	196264	2561547
427	196736	2561250
428	197235	2561305
429	197705	2560976
430	198129	2560057
431	198601	2559751
432	199051	2559167
433	199508	2558669
434	199989	2558487
435	200425	2557727
436	200879	2557196
437	201369	2557116
438	201841	2556814
439	202365	2557164
440	202819	2556633
441	203278	2556163
442	203722	2555497
443	204229	2555630
444	204676	2555012
445	205148	2554691
446	205610	2554262
447	206093	2554087
448	206539	2553450
449	207016	2553209
450	207482	2552822
451	207938	2552305
452	208416	2552062
453	208864	2551460
454	209305	2550762
455	209742	2550025
456	210175	2549240
457	210592	2548264
458	211001	2547185
459	211459	2546702
460	211910	2546144
461	212360	2545567
462	212841	2545368
463	213288	2544758
464	213739	2544187
465	214216	2543937
466	214686	2543603
467	215130	2542952
468	215542	2541931
469	215996	2541403
470	216448	2540860
471	216892	2540217
472	217346	2539686
473	217764	2538748
474	218202	2538043
475	218678	2537773
476	219114	2537045
477	219602	2536919
478	220048	2536297
479	220453	2535212
480	220887	2534463
481	221319	2533700
482	221766	2533095
483	222203	2532389
484	222634	2531606
485	223092	2531140
486	223541	2530560
487	224013	2530249
488	224465	2529712
489	224905	2529034
490	225387	2528835
491	225847	2528390
492	226314	2528025
493	226800	2527856
494	227192	2526658
495	227706	2526810
496	228169	2526387
497	228665	2526339
498	229026	2524803
499	229476	2524239
500	229927	2523695
501	230366	2523018
502	230808	2522370
503	231273	2521982
504	231735	2521556
505	232168	2520813
506	232571	2519752
507	233026	2519255
508	233434	2518248
509	233850	2517337
510	234296	2516739
511	234744	2516172
512	235200	2515687
513	235634	2514961
514	236073	2514296
515	236532	2513842
516	236977	2513248
517	237409	2512504
518	237826	2511613
519	238274	2511042
520	238770	2510981
521	239209	2510326
522	239675	2509949
523	240120	2509355
524	240589	2509007
525	241061	2508691
526	241466	2507675
527	241905	2507017
528	242324	2506155
529	242755	2505415
530	243241	2505251
531	243714	2504945
532	244183	2504597
533	244725	2504994
534	245207	2504783
535	245649	2504154
536	246128	2503913
537	246589	2503481
538	247011	2502648
539	247476	2502260
540	247945	2501912
541	248410	2501516
542	248804	2500418
543	249246	2499799
544	249688	2499171
545	250134	2498596
546	250602	2498237
547	251037	2497551
548	251430	2496446
549	251867	2495773
550	252293	2495005
551	252773	2494759
552	253271	2494699
553	253790	2494841
554	254267	2494566
555	254737	2494225
556	255162	2493442
557	255681	2493581
558	256164	2493369
559	256618	2492865
560	257077	2492412
561	257511	2491723
562	257974	2491312
563	258424	2490775
564	258833	2489845
565	259317	2489634
566	259746	2488896
567	260181	2488215
568	260630	2487669
569	261068	2487025
570	261511	2486419
571	261974	2486010
572	262433	2485563
573	262879	2484987
574	263318	2484352
575	263717	2483340
576	264160	2482744
577	264600	2482120
578	265016	2481271
579	265465	2480725
580	265958	2480597
581	266442	2480384
582	266921	2480126
583	267375	2479631
584	267837	2479210
585	268230	2478156
586	268660	2477444
587	269187	2477619
588	269736	2478000
589	270276	2478296
590	270832	2478739
591	271307	2478429
592	271822	2478485
593	272484	2479882
594	272999	2479937
595	273558	2480381
596	274042	2480155
597	274565	2480273
598	275265	2481987
599	275891	2483023
600	276581	2484632
601	277089	2484595
602	277551	2484158
603	278061	2484136
604	278555	2483974
605	278999	2483375
606	279463	2482947
607	279998	2483144
608	280535	2483362
609	281047	2483351
610	281588	2483598
611	282116	2483729
612	282644	2483862
613	283043	2482855
614	283548	2482774
615	284125	2483334
616	284545	2482511
617	285185	2483609
618	285813	2484594
619	286279	2484165
620	286671	2483103
621	287266	2483794
622	287727	2483322
623	288232	2483231
624	288713	2482936
625	289210	2482772
626	289698	2482538
627	290297	2483243
628	290971	2484592
629	291435	2484136
630	292053	2485001
631	292740	2486443
632	293380	2487473
633	293943	2487857
634	294530	2488437
635	295179	2489530
636	295717	2489687
637	296303	2490249
638	296747	2489615
639	297351	2490315
640	297899	2490553
641	298356	2490022
642	298901	2490227
643	299612	2491810
644	300125	2491741
645	300708	2492249
646	301178	2491824
647	301689	2491731
648	302149	2491222
649	302594	2490588
650	303025	2489833
651	303473	2489228
652	303916	2488579
653	304375	2488060
654	304886	2487967
655	305358	2487558
656	305826	2487111
657	306238	2486208
658	306688	2485619
659	307052	2484333
660	307381	2482766
661	307810	2482011
662	308220	2481103
663	308632	2480216
664	309044	2479325
665	309494	2478744
666	309932	2478068
667	310417	2477765
668	310818	2476795
669	311219	2475817
670	311696	2475456
671	312146	2474872
672	312632	2474578
673	313115	2474261
674	313565	2473680
675	314021	2473155
676	314471	2472571
677	314911	2471919
678	315367	2471384
679	315829	2470902
680	316302	2470504
681	316740	2469829
682	317135	2468831
683	317653	2468778
684	318129	2468405
685	318555	2467641
686	318991	2466963
687	319463	2466553
688	319919	2466026
689	320374	2465492
690	320801	2464741
691	321255	2464194
692	321698	2463572
693	322138	2462919
694	322540	2461983
695	322956	2461151
696	323293	2459718
697	323722	2458988
698	324146	2458225
699	324583	2457559
700	325018	2456877
701	325431	2456030
702	325800	2454857
703	326262	2454380
704	326699	2453718
705	327145	2453131
706	327595	2452562
707	328074	2452215
708	328510	2451550
709	328995	2451246
710	329461	2450807
711	329907	2450214
712	330309	2449296
713	330793	2448985
714	331250	2448472
715	331688	2447824
716	332166	2447470
717	332591	2446723
718	333004	2445889
719	333448	2445286
720	333927	2444938
721	334360	2444259
722	334783	2443499
723	335263	2443166
724	335695	2442477
725	336191	2442251
726	336599	2441390
727	337087	2441108
728	337552	2440654
729	338010	2440160
730	338448	2439516
731	338931	2439193
732	339397	2438755
733	339860	2438293
734	340330	2437876
735	340776	2437293
736	341206	2436594
737	341693	2436299
738	342130	2435654
739	342561	2434967
740	342953	2433994
741	343369	2433200
742	343841	2432803
743	344250	2431961
744	344696	2431382
745	345169	2430994
746	345642	2430604
747	346087	2430013
748	346544	2429514
749	347033	2429232
750	347491	2428740
751	347950	2428249
752	348432	2427919
753	348894	2427453
754	349352	2426957
755	349829	2426592
756	350257	2425890
757	350729	2425493
758	351176	2424924
759	351685	2424782
760	352176	2424508
761	352646	2424094
762	353091	2423513
763	353476	2422518
764	353892	2421735
765	354302	2420910
766	354768	2420474
767	355187	2419713
768	355593	2418864
769	356033	2418252
770	356441	2417420
771	356842	2416542
772	357290	2415985
773	357743	2415463
774	358192	2414909
775	358674	2414580
776	359117	2413991
777	359584	2413559
778	360062	2413204
779	360539	2412843
780	361053	2412726
781	361513	2412248
782	361973	2411769
783	362407	2411121
784	362904	2410889
785	363376	2410492
786	363855	2410136
787	364335	2409792
788	364804	2409373
789	365273	2408954
790	365731	2408466
791	366208	2408096
792	366601	2407181
793	367025	2406464
794	367469	2405887
795	367919	2405346
796	368383	2404892
797	368854	2404488
798	369309	2403980
799	369770	2403505
800	370220	2402964
801	370688	2402539
802	371201	2402407
803	371650	2401861
804	372093	2401276
805	372665	2401518
806	373312	2402246
807	373936	2402821
808	374563	2403411
809	375019	2402903
810	375494	2402516
811	376027	2402501
812	376500	2402101
813	376976	2401716
814	377442	2401276
815	377852	2400474
816	378293	2399871
817	378798	2399675
818	379320	2399586
819	379821	2399363
820	380263	2398760
821	380762	2398527
822	381179	2397769
823	381601	2397048
824	382010	2396245
825	382435	2395544
826	382906	2395131
827	383359	2394609
828	383848	2394306
829	384300	2393775
830	384788	2393470
831	385210	2392749
832	385646	2392117
833	386116	2391700
834	386578	2391232
835	387041	2390765
836	387532	2390479
837	388011	2390110
838	388510	2389870
839	389019	2389691
840	389551	2389651
841	390103	2389730
842	390593	2389433
843	391136	2389451
844	391678	2389467
845	392187	2389284
846	392660	2388876
847	393133	2388472
848	393648	2388319
849	394299	2388989
850	394815	2388840
851	395325	2388655
852	395773	2388098
853	396216	2387507
854	396648	2386850
855	397180	2386797
856	397734	2386872
857	398223	2386555
858	398659	2385926
859	399138	2385549
860	399664	2385455
861	400226	2385571
862	400730	2385344
863	401199	2384906
864	401717	2384759
865	402211	2384472
866	402712	2384223
867	403256	2384228
868	403770	2384056
869	404249	2383679
870	404811	2383785
871	405275	2383316
872	405770	2383031
873	406261	2382721
874	406831	2382871
875	407318	2382532
876	407754	2381898
877	408232	2381509
878	408737	2381279
879	409157	2380555
880	409629	2380130
881	410086	2379619
882	410583	2379335
883	411008	2378641
884	411439	2377978
885	411883	2377393
886	412329	2376823
887	412822	2376517
888	413244	2375809
889	413734	2375488
890	414191	2374974
891	414594	2374155
892	415038	2373575
893	415486	2373014
894	415966	2372633
895	416430	2372166
896	416869	2371553
897	417335	2371097
898	417804	2370658
899	418271	2370203
900	418707	2369578
901	419170	2369101
902	419594	2368407
903	420000	2367615
904	420444	2367031
905	420856	2366275
906	421314	2365769
907	421797	2365410
908	422214	2364682
909	422690	2364281
910	423190	2364012
911	423681	2363696
912	424136	2363178
913	424536	2362354
914	424991	2361838
915	425412	2361132
916	425863	2360592
917	426413	2360601
918	426926	2360406
919	427438	2360206
920	427907	2359761
921	428353	2359194
922	428710	2358142
923	429154	2357563
924	429620	2357108
925	430068	2356553
926	430571	2356301
927	430999	2355634
928	431489	2355310
929	431964	2354905
930	432423	2354407
931	432886	2353937
932	433330	2353362
933	433782	2352828
934	434229	2352271
935	434698	2351828
936	435158	2351340
937	435613	2350828
938	436096	2350460
939	436562	2350009
940	437008	2349440
941	437439	2348798
942	437886	2348243
943	438331	2347673
944	438883	2347676
945	439365	2347310
946	439818	2346780
947	440311	2346470
948	440756	2345902
949	441301	2345863
950	441740	2345268
951	442208	2344817
952	442715	2344578
953	443237	2344418
954	443703	2343962
955	444156	2343436
956	444737	2343587
957	445216	2343197
958	445740	2343044
959	446209	2342599
960	446688	2342207
961	447242	2342209
962	447810	2342288
963	448296	2341931
964	448798	2341658
965	449349	2341642
966	449882	2341527
967	450407	2341376
968	450880	2340948
969	451337	2340440
970	451830	2340118
971	452302	2339688
972	452798	2339381
973	453256	2338876
974	453696	2338280
975	454159	2337802
976	454603	2337227
977	455106	2336955
978	455536	2336312
979	456015	2335916
980	456514	2335623
981	457053	2335534
982	457639	2335682
983	458323	2336333
984	458745	2335642
985	459258	2335415
986	459758	2335123
987	460221	2334645
988	460607	2333776
989	461049	2333187
990	461393	2332111
991	461861	2331653
992	462313	2331123
993	462782	2330671
994	463258	2330262
995	463789	2330123
996	464281	2329789
997	464752	2329348
998	465240	2328998
999	465666	2328332
1000	466105	2327732
1001	466583	2327327
1002	467036	2326800
1003	467490	2326276
1004	467964	2325854
1005	468410	2325291
1006	468852	2324709
1007	469281	2324061
1008	469706	2323393
1009	470175	2322945
1010	470645	2322503
1011	471077	2321870
1012	471514	2321268
1013	471978	2320791
1014	472407	2320151
1015	472815	2319402
1016	473285	2318959
1017	473755	2318518
1018	474202	2317962
1019	474649	2317406
1020	475123	2316982
1021	475571	2316435
1022	476036	2315965
1023	476484	2315418
1024	476947	2314942
1025	477404	2314436
1026	477856	2313902
1027	478265	2313168
1028	478712	2312615
1029	479191	2312215
1030	479661	2311771
1031	480137	2311361
1032	480594	2310855
1033	481054	2310364
1034	481527	2309937
1035	481961	2309319
1036	482454	2308987
1037	482932	2308584
1038	483367	2307975
1039	483708	2306916
1040	484077	2305993
1041	484463	2305154
1042	484914	2304621
1043	485394	2304231
1044	485867	2303801
1045	486300	2303188
1046	486800	2302887
1047	487299	2302584
1048	487756	2302081
1049	488230	2301658
1050	488643	2300947
1051	489097	2300432
1052	489570	2300004
1053	490022	2299480
1054	490528	2299207
1055	490974	2298654
1056	491447	2298228
1057	491878	2297604
1058	492282	2296852
1059	492745	2296380
1060	493228	2295997
1061	493619	2295191
1062	494072	2294670
1063	494527	2294162
1064	494968	2293587
1065	495401	2292975
1066	495811	2292255
1067	496264	2291740
1068	496705	2291162
1069	497159	2290652
1070	497627	2290203
1071	498143	2289970
1072	498634	2289629
1073	499094	2289141
1074	499535	2288569
1075	499974	2287987
1076	500391	2287303
1077	500805	2286608
1078	501210	2285873
1079	501667	2285373
1080	502118	2284846
1081	502586	2284399
1082	503035	2283865
1083	503478	2283301
1084	503899	2282643
1085	504328	2282015
1086	504823	2281688
1087	505265	2281126
1088	505712	2280580
1089	506167	2280077
1090	506643	2279664
1091	507131	2279306
1092	507590	2278816
1093	508060	2278379
1094	508466	2277650
1095	508975	2277384
1096	509408	2276783
1097	509795	2275970
1098	510221	2275339
1099	510606	2274518
1100	510987	2273684
1101	511458	2273253
1102	511936	2272849
1103	512320	2272028
1104	512777	2271533
1105	513157	2270697
1106	513659	2270401
1107	514072	2269714
1108	514515	2269155
1109	514919	2268430
1110	515389	2267993
1111	515818	2267376
1112	516307	2267021
1113	516737	2266407
1114	517157	2265754
1115	517634	2265346
1116	518093	2264862
1117	518558	2264403
1118	518985	2263777
1119	519461	2263369
1120	519888	2262742
1121	520309	2262093
1122	520749	2261526
1123	521227	2261124
1124	521719	2260785
1125	522177	2260293
1126	522683	2260015
1127	523120	2259433
1128	523556	2258853
1129	524023	2258403
1130	524524	2258099
1131	524937	2257418
1132	525360	2256777
1133	525756	2256022
1134	526209	2255513
1135	526654	2254972
1136	527089	2254387
1137	527491	2253658
1138	527890	2252920
1139	528315	2252292
1140	528775	2251812
1141	529260	2251440
1142	529720	2250964
1143	530198	2250561
1144	530628	2249958
1145	531144	2249717
1146	531634	2249364
1147	532097	2248901
1148	532544	2248366
1149	533007	2247901
1150	533427	2247253
1151	533849	2246615
1152	534278	2246008
1153	534708	2245405
1154	535168	2244929
1155	535603	2244343
1156	536085	2243958
1157	536521	2243384
1158	536993	2242955
1159	537445	2242443
1160	537862	2241790
1161	538315	2241283
1162	538781	2240831
1163	539238	2240343
1164	539673	2239759
1165	540101	2239152
1166	540556	2238654
1167	540978	2238019
1168	541463	2237649
1169	541933	2237211
1170	542367	2236630
1171	542797	2236029
1172	543208	2235353
1173	543640	2234762
1174	544096	2234267
1175	544536	2233712
1176	544993	2233221
1177	545480	2232858
1178	545935	2232364
1179	546387	2231854
1180	546866	2231454
1181	547314	2230930
1182	547756	2230381
1183	548189	2229795
1184	548616	2229188
1185	549013	2228459
1186	549447	2227878
1187	549908	2227407
1188	550336	2226801
1189	550775	2226242
1190	551246	2225815
1191	551671	2225196
1192	552098	2224590
1193	552540	2224045
1194	552934	2223303
1195	553325	2222556
1196	553759	2221978
1197	554245	2221608
1198	554645	2220894
1199	555091	2220364
1200	555508	2219722
1201	555956	2219198
1202	556319	2218339
1203	556730	2217675
1204	557167	2217110
1205	557599	2216528
1206	558089	2216173
1207	558545	2215688
1208	559025	2215293
1209	559445	2214665
1210	559929	2214287
1211	560398	2213852
1212	560846	2213334
1213	561268	2212709
1214	561737	2212276
1215	562177	2211723
1216	562540	2210870
1217	562973	2210295
1218	563460	2209928
1219	563957	2209605
1220	564357	2208898
1221	564791	2208323
1222	565176	2207562
1223	565614	2207004
1224	566117	2206703
1225	566595	2206301
1226	567068	2205883
1227	567529	2205417
1228	567932	2204724
1229	568373	2204180
1230	568867	2203840
1231	569311	2203309
1232	569732	2202687
1233	570157	2202082
1234	570570	2201431
1235	571008	2200877
1236	571525	2200626
1237	571975	2200117
1238	572438	2199662
1239	572907	2199224
1240	573346	2198676
1241	573754	2198006
1242	574188	2197439
1243	574605	2196802
1244	575042	2196246
1245	575515	2195825
1246	575944	2195240
1247	576377	2194668
1248	576809	2194094
1249	577216	2193422
1250	577673	2192942
1251	578124	2192440
1252	578547	2191830
1253	579000	2191335
1254	579402	2190651
1255	579868	2190204
1256	580305	2189649
1257	580717	2189000
1258	581174	2188521
1259	581607	2187952
1260	582073	2187507
1261	582558	2187133
1262	582997	2186585
1263	583464	2186146
1264	583894	2185566
1265	584366	2185141
1266	584853	2184775
1267	585288	2184217
1268	585767	2183819
1269	586210	2183286
1270	586697	2182922
1271	587106	2182263
1272	587534	2181676
1273	588052	2181424
1274	588500	2180914
1275	588944	2180386
1276	589375	2179810
1277	589844	2179377
1278	590349	2179076
1279	590789	2178537
1280	591238	2178029
1281	591723	2177652
1282	592156	2177087
1283	592570	2176448
1284	593013	2175922
1285	593414	2175238
1286	593863	2174730
1287	594318	2174244
1288	594762	2173721
1289	595224	2173260
1290	595694	2172830
1291	596146	2172335
1292	596583	2171787
1293	597056	2171367
1294	597518	2170907
1295	597984	2170460
1296	598477	2170113
1297	599008	2169905
1298	599539	2169697
1299	600021	2169310
1300	600486	2168861
1301	600917	2168288
1302	601360	2167760
1303	601815	2167274
1304	602291	2166863
1305	602808	2166604
1306	603254	2166085
1307	603633	2165327
1308	604086	2164837
1309	604522	2164283
1310	605005	2163896
1311	605480	2163484
1312	605918	2162939
1313	606368	2162438
1314	606847	2162037
1315	607315	2161600
1316	607787	2161174
1317	608310	2160933
1318	608820	2160643
1319	609264	2160117
1320	609714	2159617
1321	610137	2159018
1322	610584	2158507
1323	611052	2158068
1324	611481	2157492
1325	611903	2156889
1326	612386	2156504
1327	612826	2155966
1328	613265	2155427
1329	613723	2154955
1330	614158	2154398
1331	614612	2153914
1332	615075	2153454
1333	615549	2153039
1334	616008	2152568
1335	616478	2152137
1336	616910	2151573
1337	617333	2150979
1338	617795	2150520
1339	618260	2150068
1340	618686	2149484
1341	619151	2149035
1342	619567	2148418
1343	620025	2147947
1344	620472	2147434
1345	620919	2146924
1346	621402	2146539
1347	621826	2145948
1348	622256	2145379
1349	622697	2144847
1350	623130	2144287
1351	623534	2143629
1352	623971	2143086
1353	624408	2142541
1354	624849	2142010
1355	625230	2141275
1356	625759	2141046
1357	626235	2140636
1358	626693	2140163
1359	627134	2139635
1360	627545	2139003
1361	628040	2138658
1362	628511	2138230
1363	628990	2137828
1364	629467	2137422
1365	629906	2136887
1366	630338	2136327
1367	630784	2135815
1368	631235	2135318
1369	631692	2134845
1370	632135	2134321
1371	632585	2133822
1372	632976	2133127
1373	633427	2132632
1374	633859	2132072
1375	634315	2131594
1376	634787	2131170
1377	635166	2130436
1378	635589	2129848
1379	636058	2129413
1380	636485	2128837
1381	636900	2128225
1382	637260	2127427
1383	637675	2126814
1384	638147	2126391
1385	638614	2125950
1386	639050	2125408
1387	639528	2125004
1388	639983	2124523
1389	640583	2124524
1390	641113	2124293
1391	641598	2123912
1392	642043	2123397
1393	642496	2122910
1394	642976	2122514
1395	643459	2122126
1396	643956	2121783
1397	644382	2121208
1398	644839	2120734
1399	645270	2120174
1400	645673	2119523
1401	646150	2119114
1402	646600	2118619
1403	647079	2118216
1404	647593	2117929
1405	648003	2117304
1406	648437	2116755
1407	648909	2116329
1408	649387	2115923
1409	649822	2115379
1410	650289	2114939
1411	650793	2114617
1412	651296	2114293
1413	651807	2113993
1414	652284	2113586
1415	652747	2113131
1416	653240	2112773
1417	653693	2112286
1418	654141	2111785
1419	654578	2111245
1420	655044	2110802
1421	655498	2110319
1422	655930	2109764
1423	656399	2109329
1424	656844	2108815
1425	657327	2108425
1426	657774	2107921
1427	658279	2107600
1428	658735	2107124
1429	659167	2106569
1430	659653	2106188
1431	660129	2105776
1432	660565	2105236
1433	661089	2104976
1434	661533	2104458
1435	662013	2104058
1436	662432	2103465
1437	662870	2102932
1438	663302	2102379
1439	663778	2101964
1440	664217	2101436
1441	664726	2101125
1442	665156	2100566
1443	665588	2100015
1444	666012	2099436
1445	666450	2098904
1446	666895	2098392
1447	667341	2097885
1448	667736	2097217
1449	668154	2096622
1450	668579	2096048
1451	669013	2095504
1452	669483	2095072
1453	669930	2094569
1454	670415	2094183
1455	670819	2093547
1456	671287	2093109
1457	671725	2092577
1458	672293	2092451
1459	672771	2092043
1460	673264	2091681
1461	673797	2091445
1462	674307	2091135
1463	674802	2090780
1464	675297	2090426
1465	675783	2090041
1466	676255	2089616
1467	676742	2089234
1468	677183	2088713
1469	677653	2088279
1470	678071	2087684
1471	678588	2087397
1472	679081	2087035
1473	679515	2086490
1474	680018	2086158
1475	680474	2085680
1476	680947	2085256
1477	681354	2084631
1478	681830	2084216
1479	682304	2083795
1480	682750	2083287
1481	683214	2082836
1482	683672	2082366
1483	684118	2081860
1484	684586	2081419
1485	685046	2080954
1486	685480	2080413
1487	685936	2079937
1488	686435	2079592
1489	686880	2079080
1490	687375	2078721
1491	687807	2078174
1492	688257	2077681
1493	688719	2077221
1494	689294	2077106
1495	689780	2076718
1496	690222	2076201
