iter	Passed	Remaining
1497	690724	2075862
1498	691230	2075537
1499	691644	2074933
1500	692094	2074440
1501	692511	2073846
1502	692993	2073448
1503	693504	2073136
1504	693991	2072752
1505	694462	2072319
1506	694907	2071810
1507	695393	2071424
1508	695893	2071079
1509	696311	2070488
1510	696734	2069913
1511	697191	2069441
1512	697710	2069153
1513	698171	2068690
1514	698635	2068238
1515	699137	2067897
1516	699634	2067543
1517	700076	2067023
1518	700555	2066617
1519	701018	2066159
1520	701528	2065842
1521	702021	2065473
1522	702443	2064897
1523	702873	2064345
1524	703275	2063711
1525	703690	2063114
1526	704196	2062782
1527	704695	2062434
1528	705152	2061959
1529	705647	2061597
1530	706129	2061197
1531	706600	2060762
1532	707030	2060211
1533	707471	2059691
1534	707873	2059058
1535	708346	2058631
1536	708836	2058254
1537	709308	2057824
1538	709759	2057335
1539	710198	2056810
1540	710660	2056350
1541	711092	2055804
1542	711524	2055259
1543	711993	2054821
1544	712488	2054457
1545	713002	2054148
1546	713479	2053732
1547	713974	2053369
1548	714470	2053007
1549	714934	2052555
1550	715437	2052211
1551	715842	2051588
1552	716325	2051192
1553	716821	2050829
1554	717308	2050441
1555	717796	2050057
1556	718287	2049679
1557	718778	2049301
1558	719258	2048893
1559	719716	2048422
1560	720188	2047991
1561	720644	2047517
1562	721101	2047041
1563	721577	2046623
1564	722026	2046125
1565	722470	2045617
1566	722892	2045043
1567	723328	2044509
1568	723817	2044125
1569	724298	2043721
1570	724806	2043390
1571	725266	2042927
1572	725763	2042566
1573	726215	2042077
1574	726627	2041478
1575	727063	2040944
1576	727539	2040523
1577	727989	2040030
1578	728417	2039476
1579	728859	2038961
1580	729357	2038601
1581	729847	2038220
1582	730292	2037715
1583	730716	2037148
1584	731173	2036676
1585	731586	2036079
1586	732025	2035556
1587	732580	2035356
1588	733056	2034935
1589	733522	2034486
1590	734020	2034125
1591	734514	2033755
1592	734957	2033243
1593	735435	2032828
1594	735905	2032391
1595	736356	2031902
1596	736809	2031415
1597	737191	2030736
1598	737664	2030308
1599	738115	2029818
1600	738648	2029554
1601	739107	2029085
1602	739655	2028861
1603	740116	2028397
1604	740590	2027971
1605	741087	2027607
1606	741568	2027201
1607	742053	2026803
1608	742610	2026600
1609	743154	2026365
1610	743612	2025894
1611	744093	2025484
1612	744567	2025056
1613	745037	2024617
1614	745523	2024222
1615	745977	2023741
1616	746423	2023236
1617	746908	2022838
1618	747389	2022428
1619	747796	2021820
1620	748261	2021367
1621	748695	2020831
1622	749136	2020313
1623	749596	2019847
1624	750024	2019297
1625	750475	2018807
1626	750853	2018119
1627	751287	2017585
1628	751730	2017074
1629	752203	2016643
1630	752648	2016137
1631	753105	2015664
1632	753547	2015150
1633	753997	2014659
1634	754472	2014232
1635	754938	2013785
1636	755411	2013353
1637	755927	2013038
1638	756427	2012679
1639	756893	2012228
1640	757344	2011738
1641	757922	2011587
1642	758397	2011160
1643	758876	2010746
1644	759387	2010415
1645	759867	2010002
1646	760335	2009556
1647	760815	2009145
1648	761298	2008739
1649	761827	2008453
1650	762370	2008206
1651	762901	2007927
1652	763324	2007364
1653	763804	2006950
1654	764234	2006404
1655	764651	2005824
1656	765100	2005329
1657	765577	2004908
1658	766055	2004489
1659	766541	2004089
1660	767000	2003620
1661	767371	2002922
1662	767789	2002347
1663	768218	2001800
1664	768671	2001314
1665	769156	2000913
1666	769623	2000466
1667	770121	2000099
1668	770634	1999771
1669	771073	1999251
1670	771526	1998765
1671	772066	1998507
1672	772563	1998136
1673	773041	1997717
1674	773543	1997358
1675	774018	1996929
1676	774478	1996463
1677	774941	1996005
1678	775354	1995417
1679	775832	1994997
1680	776291	1994530
1681	776756	1994075
1682	777232	1993649
1683	777682	1993157
1684	778192	1992819
1685	778641	1992324
1686	779119	1991903
1687	779627	1991561
1688	780108	1991148
1689	780599	1990760
1690	781047	1990262
1691	781533	1989860
1692	781954	1989296
1693	782396	1988784
1694	782877	1988369
1695	783370	1987987
1696	783868	1987618
1697	784354	1987216
1698	784822	1986769
1699	785351	1986476
1700	785777	1985925
1701	786253	1985497
1702	786731	1985075
1703	787281	1984836
1704	787830	1984592
1705	788333	1984234
1706	788815	1983822
1707	789283	1983375
1708	789736	1982890
1709	790165	1982345
1710	790621	1981868
1711	791148	1981567
1712	791669	1981253
1713	792165	1980876
1714	792620	1980396
1715	793041	1979830
1716	793478	1979306
1717	793906	1978757
1718	794319	1978174
1719	794779	1977707
1720	795252	1977271
1721	795706	1976790
1722	796225	1976468
1723	796704	1976050
1724	797200	1975671
1725	797673	1975234
1726	798174	1974869
1727	798649	1974439
1728	799191	1974174
1729	799637	1973672
1730	800086	1973175
1731	800520	1972645
1732	800971	1972154
1733	801433	1971693
1734	801939	1971337
1735	802395	1970860
1736	802904	1970513
1737	803351	1970013
1738	803821	1969571
1739	804293	1969131
1740	804783	1968738
1741	805269	1968334
1742	805721	1967846
1743	806288	1967639
1744	806772	1967230
1745	807251	1966809
1746	807745	1966422
1747	808187	1965912
1748	808688	1965544
1749	809181	1965155
1750	809621	1964637
1751	810091	1964193
1752	810583	1963804
1753	811035	1963316
1754	811485	1962824
1755	811945	1962355
1756	812423	1961931
1757	812897	1961496
1758	813334	1960971
1759	813809	1960541
1760	814285	1960111
1761	814717	1959576
1762	815212	1959191
1763	815663	1958703
1764	816085	1958143
1765	816553	1957694
1766	817041	1957293
1767	817481	1956776
1768	818058	1956589
1769	818571	1956247
1770	819090	1955919
1771	819564	1955484
1772	820025	1955018
1773	820468	1954509
1774	820962	1954122
1775	821428	1953668
1776	822055	1953595
1777	822560	1953233
1778	823123	1953009
1779	823618	1952624
1780	824073	1952142
1781	824599	1951829
1782	825076	1951400
1783	825529	1950914
1784	826012	1950500
1785	826521	1950146
1786	827104	1949968
1787	827670	1949747
1788	828156	1949338
1789	828607	1948848
1790	829125	1948513
1791	829603	1948086
1792	830072	1947637
1793	830558	1947229
1794	831042	1946815
1795	831501	1946342
1796	832001	1945966
1797	832466	1945508
1798	832874	1944915
1799	833340	1944462
1800	833826	1944051
1801	834300	1943615
1802	834784	1943201
1803	835264	1942777
1804	835739	1942342
1805	836218	1941915
1806	836614	1941297
1807	837089	1940861
1808	837533	1940354
1809	837998	1939897
1810	838472	1939458
1811	838941	1939010
1812	839414	1938571
1813	839846	1938036
1814	840311	1937578
1815	840818	1937216
1816	841283	1936757
1817	841743	1936288
1818	842226	1935871
1819	842694	1935420
1820	843268	1935210
1821	843778	1934855
1822	844269	1934456
1823	844767	1934071
1824	845231	1933612
1825	845694	1933149
1826	846143	1932653
1827	846586	1932142
1828	847030	1931636
1829	847570	1931349
1830	848040	1930902
1831	848505	1930443
1832	848986	1930020
1833	849422	1929496
1834	849907	1929082
1835	850386	1928654
1836	850914	1928338
1837	851408	1927944
1838	851875	1927489
1839	852396	1927156
1840	852858	1926691
1841	853357	1926308
1842	853859	1925931
1843	854318	1925459
1844	854728	1924875
1845	855171	1924366
1846	855616	1923863
1847	856060	1923357
1848	856478	1922791
1849	856951	1922350
1850	857420	1921900
1851	857887	1921446
1852	858398	1921089
1853	858865	1920635
1854	859303	1920114
1855	859848	1919833
1856	860328	1919408
1857	860813	1918993
1858	861282	1918541
1859	861761	1918113
1860	862236	1917676
1861	862703	1917221
1862	863209	1916853
1863	863677	1916400
1864	864115	1915881
1865	864581	1915422
1866	865070	1915016
1867	865567	1914628
1868	866032	1914167
1869	866515	1913748
1870	866982	1913292
1871	867437	1912810
1872	867891	1912326
1873	868302	1911748
1874	868771	1911296
1875	869214	1910789
1876	869706	1910388
1877	870208	1910009
1878	870685	1909576
1879	871169	1909159
1880	871617	1908661
1881	872092	1908222
1882	872584	1907822
1883	873065	1907397
1884	873555	1906992
1885	873985	1906455
1886	874462	1906021
1887	874925	1905558
1888	875406	1905133
1889	875867	1904665
1890	876335	1904211
1891	876814	1903780
1892	877272	1903305
1893	877712	1902792
1894	878202	1902385
1895	878674	1901940
1896	879157	1901518
1897	879645	1901108
1898	880111	1900651
1899	880603	1900248
1900	881052	1899754
1901	881523	1899307
1902	882032	1898941
1903	882537	1898568
1904	883013	1898131
1905	883480	1897675
1906	883950	1897225
1907	884427	1896791
1908	884877	1896297
1909	885351	1895857
1910	885807	1895378
1911	886317	1895013
1912	886835	1894666
1913	887328	1894266
1914	887791	1893801
1915	888275	1893380
1916	888728	1892894
1917	889246	1892546
1918	889738	1892143
1919	890219	1891716
1920	890743	1891381
1921	891258	1891026
1922	891773	1890670
1923	892246	1890225
1924	892730	1889805
1925	893225	1889407
1926	893690	1888946
1927	894172	1888521
1928	894667	1888124
1929	895161	1887723
1930	895700	1887419
1931	896193	1887015
1932	896698	1886639
1933	897185	1886223
1934	897633	1885727
1935	898071	1885207
1936	898539	1884752
1937	899059	1884407
1938	899563	1884026
1939	900034	1883576
1940	900503	1883122
1941	900983	1882694
1942	901466	1882268
1943	901895	1881732
1944	902389	1881330
1945	902852	1880864
1946	903322	1880414
1947	903762	1879899
1948	904228	1879440
1949	904694	1878980
1950	905175	1878551
1951	905643	1878096
1952	906111	1877640
1953	906595	1877219
1954	907067	1876771
1955	907591	1876430
1956	908076	1876010
1957	908586	1875642
1958	909038	1875153
1959	909533	1874752
1960	910017	1874329
1961	910496	1873896
1962	910936	1873383
1963	911351	1872818
1964	911773	1872267
1965	912250	1871831
1966	912683	1871302
1967	913166	1870876
1968	913706	1870569
1969	914161	1870086
1970	914644	1869661
1971	915095	1869171
1972	915553	1868695
1973	916042	1868281
1974	916480	1867763
1975	916915	1867241
1976	917402	1866824
1977	917897	1866422
1978	918492	1866224
1979	919017	1865884
1980	919504	1865465
1981	919957	1864979
1982	920447	1864566
1983	920966	1864213
1984	921439	1863768
1985	921891	1863279
1986	922385	1862875
1987	922843	1862398
1988	923298	1861916
1989	923758	1861442
1990	924247	1861029
1991	924744	1860630
1992	925233	1860216
1993	925682	1859721
1994	926181	1859327
1995	926637	1858846
1996	927127	1858432
1997	927614	1858014
1998	928098	1857589
1999	928545	1857091
2000	929056	1856720
2001	929544	1856302
2002	929987	1855795
2003	930454	1855336
2004	930913	1854862
2005	931286	1854216
2006	931690	1853633
2007	932139	1853138
2008	932631	1852728
2009	933075	1852224
2010	933516	1851715
2011	933978	1851246
2012	934440	1850777
2013	934888	1850281
2014	935338	1849788
2015	935823	1849364
2016	936315	1848957
2017	936769	1848471
2018	937259	1848057
2019	937742	1847631
2020	938160	1847075
2021	938621	1846606
2022	939079	1846129
2023	939546	1845670
2024	940001	1845187
2025	940501	1844795
2026	940979	1844357
2027	941445	1843896
2028	941971	1843553
2029	942500	1843214
2030	942988	1842796
2031	943473	1842373
2032	943949	1841931
2033	944509	1841655
2034	944995	1841231
2035	945469	1840786
2036	945939	1840332
2037	946411	1839884
2038	946882	1839432
2039	947356	1838986
2040	947836	1838552
2041	948331	1838147
2042	948826	1837740
2043	949302	1837299
2044	949780	1836860
2045	950266	1836439
2046	950720	1835954
2047	951159	1835440
2048	951675	1835075
2049	952136	1834604
2050	952587	1834114
2051	953051	1833649
2052	953555	1833259
2053	953981	1832722
2054	954443	1832253
2055	954891	1831757
2056	955359	1831300
2057	955863	1830910
2058	956351	1830490
2059	956864	1830118
2060	957338	1829672
2061	957807	1829218
2062	958269	1828747
2063	958777	1828367
2064	959238	1827894
2065	959740	1827502
2066	960211	1827050
2067	960698	1826627
2068	961129	1826100
2069	961569	1825587
2070	962062	1825178
2071	962510	1824682
2072	963010	1824283
2073	963470	1823812
2074	963925	1823328
2075	964378	1822843
2076	964843	1822378
2077	965304	1821907
2078	965812	1821525
2079	966298	1821100
2080	966796	1820698
2081	967284	1820278
2082	967796	1819904
2083	968255	1819428
2084	968715	1818954
2085	969168	1818469
2086	969659	1818052
2087	970140	1817619
2088	970630	1817202
2089	971128	1816799
2090	971541	1816239
2091	972065	1815885
2092	972534	1815428
2093	973024	1815010
2094	973488	1814546
2095	973991	1814152
2096	974460	1813695
2097	974940	1813258
2098	975456	1812889
2099	976007	1812585
2100	976528	1812225
2101	976994	1811761
2102	977471	1811320
2103	977910	1810808
2104	978371	1810335
2105	978861	1809917
2106	979345	1809487
2107	979838	1809076
2108	980356	1808708
2109	980821	1808244
2110	981301	1807807
2111	981861	1807517
2112	982395	1807179
2113	982830	1806660
2114	983285	1806177
2115	983770	1805749
2116	984218	1805253
2117	984730	1804874
2118	985202	1804422
2119	985705	1804027
2120	986166	1803553
2121	986628	1803085
2122	987052	1802544
2123	987494	1802038
2124	987970	1801593
2125	988448	1801152
2126	988894	1800652
2127	989396	1800255
2128	989884	1799832
2129	990385	1799433
2130	990861	1798987
2131	991300	1798475
2132	991766	1798013
2133	992236	1797557
2134	992733	1797149
2135	993186	1796663
2136	993723	1796328
2137	994193	1795872
2138	994680	1795447
2139	995158	1795005
2140	995652	1794592
2141	996113	1794120
2142	996608	1793709
2143	997143	1793370
2144	997658	1792995
2145	998109	1792505
2146	998499	1791903
2147	998963	1791437
2148	999449	1791009
2149	999947	1790604
2150	1000426	1790164
2151	1000928	1789765
2152	1001419	1789344
2153	1001930	1788961
2154	1002454	1788602
2155	1002923	1788143
2156	1003397	1787694
2157	1004016	1787503
2158	1004563	1787182
2159	1005092	1786831
2160	1005724	1786662
2161	1006219	1786248
2162	1006696	1785804
2163	1007168	1785350
2164	1007621	1784862
2165	1008115	1784447
2166	1008609	1784033
2167	1009144	1783690
2168	1009634	1783268
2169	1010098	1782800
2170	1010578	1782361
2171	1011043	1781894
2172	1011466	1781353
2173	1011885	1780806
2174	1012364	1780364
2175	1012855	1779945
2176	1013469	1779739
2177	1013965	1779327
2178	1014434	1778868
2179	1014931	1778457
2180	1015389	1777978
2181	1015891	1777578
2182	1016371	1777137
2183	1016840	1776677
2184	1017355	1776298
2185	1017835	1775858
2186	1018285	1775363
2187	1018806	1774996
2188	1019293	1774566
2189	1019752	1774089
2190	1020262	1773700
2191	1020738	1773254
2192	1021190	1772764
2193	1021667	1772318
2194	1022128	1771844
2195	1022589	1771371
2196	1023068	1770928
2197	1023555	1770500
2198	1024027	1770044
2199	1024471	1769541
2200	1024970	1769133
2201	1025462	1768713
2202	1025944	1768275
2203	1026409	1767809
2204	1026914	1767410
2205	1027394	1766969
2206	1027854	1766494
2207	1028402	1766169
2208	1028949	1765843
2209	1029405	1765361
2210	1029846	1764851
2211	1030336	1764427
2212	1030801	1763960
2213	1031265	1763492
2214	1031769	1763092
2215	1032271	1762688
2216	1032767	1762272
2217	1033223	1761790
2218	1033711	1761362
2219	1034216	1760963
2220	1034652	1760446
2221	1035114	1759974
2222	1035567	1759485
2223	1036019	1758996
2224	1036554	1758648
2225	1037031	1758202
2226	1037482	1757711
2227	1038004	1757340
2228	1038481	1756892
2229	1038992	1756502
2230	1039482	1756078
2231	1039966	1755643
2232	1040455	1755214
2233	1040991	1754867
2234	1041557	1754569
2235	1042051	1754150
2236	1042568	1753770
2237	1043080	1753382
2238	1043589	1752987
2239	1044107	1752609
2240	1044572	1752141
2241	1045093	1751767
2242	1045597	1751364
2243	1046096	1750952
2244	1046591	1750534
2245	1047076	1750100
2246	1047569	1749678
2247	1048062	1749257
2248	1048529	1748793
2249	1048985	1748309
2250	1049502	1747927
2251	1050003	1747519
2252	1050457	1747032
2253	1050927	1746572
2254	1051406	1746126
2255	1051837	1745602
2256	1052342	1745201
2257	1052795	1744712
2258	1053211	1744163
2259	1053758	1743830
2260	1054284	1743462
2261	1054769	1743027
2262	1055222	1742538
2263	1055671	1742045
2264	1056158	1741612
2265	1056685	1741245
2266	1057162	1740797
2267	1057636	1740342
2268	1058122	1739910
2269	1058568	1739409
2270	1059024	1738926
2271	1059501	1738478
2272	1059966	1738008
2273	1060444	1737561
2274	1060905	1737087
2275	1061424	1736706
2276	1061862	1736193
2277	1062335	1735739
2278	1062799	1735268
2279	1063364	1734962
2280	1063802	1734450
2281	1064332	1734088
2282	1064779	1733589
2283	1065203	1733054
2284	1065637	1732534
2285	1066149	1732143
2286	1066590	1731635
2287	1067050	1731158
2288	1067524	1730704
2289	1067987	1730233
2290	1068492	1729829
2291	1069059	1729525
2292	1069539	1729080
2293	1070050	1728686
2294	1070604	1728361
2295	1071075	1727903
2296	1071528	1727413
2297	1072036	1727014
2298	1072483	1726516
2299	1072960	1726066
2300	1073433	1725610
2301	1073901	1725147
2302	1074373	1724689
2303	1074864	1724262
2304	1075347	1723820
2305	1075820	1723365
2306	1076350	1723000
2307	1076824	1722545
2308	1077284	1722068
2309	1077737	1721581
2310	1078203	1721112
2311	1078672	1720650
2312	1079136	1720180
2313	1079630	1719756
2314	1080102	1719299
2315	1080700	1719041
2316	1081236	1718685
2317	1081718	1718242
2318	1082205	1717808
2319	1082709	1717402
2320	1083260	1717067
2321	1083811	1716734
2322	1084305	1716311
2323	1084837	1715947
2324	1085313	1715495
2325	1085802	1715064
2326	1086296	1714640
2327	1086775	1714191
2328	1087240	1713722
2329	1087682	1713217
2330	1088139	1712735
2331	1088602	1712261
2332	1089097	1711839
2333	1089572	1711385
2334	1090033	1710909
2335	1090513	1710463
2336	1090991	1710013
2337	1091409	1709470
2338	1091842	1708949
2339	1092341	1708533
2340	1092765	1708000
2341	1093238	1707542
2342	1093704	1707075
2343	1094197	1706649
2344	1094670	1706191
2345	1095138	1705726
2346	1095644	1705321
2347	1096146	1704908
2348	1096646	1704494
2349	1097176	1704125
2350	1097687	1703726
2351	1098133	1703226
2352	1098625	1702798
2353	1099138	1702403
2354	1099649	1702004
2355	1100093	1701503
2356	1100614	1701119
2357	1101117	1700708
2358	1101581	1700236
2359	1102068	1699800
2360	1102556	1699365
2361	1103071	1698973
2362	1103627	1698642
2363	1104107	1698195
2364	1104577	1697733
2365	1105052	1697278
2366	1105538	1696840
2367	1106020	1696395
2368	1106520	1695979
2369	1107017	1695558
2370	1107514	1695137
2371	1108057	1694785
2372	1108482	1694254
2373	1108903	1693717
2374	1109409	1693309
2375	1109882	1692850
2376	1110354	1692391
2377	1110806	1691900
2378	1111260	1691413
2379	1111727	1690947
2380	1112254	1690571
2381	1112724	1690107
2382	1113209	1689668
2383	1113691	1689223
2384	1114159	1688758
2385	1114689	1688385
2386	1115177	1687949
2387	1115626	1687455
2388	1116119	1687026
2389	1116608	1686593
2390	1117092	1686151
2391	1117617	1685771
2392	1118125	1685365
2393	1118661	1685001
2394	1119142	1684555
2395	1119703	1684228
2396	1120173	1683764
2397	1120672	1683345
2398	1121168	1682921
2399	1121631	1682447
2400	1122084	1681958
2401	1122573	1681523
2402	1123054	1681076
2403	1123514	1680598
2404	1124034	1680209
2405	1124515	1679762
2406	1124971	1679278
2407	1125454	1678834
2408	1125912	1678352
2409	1126391	1677902
2410	1126891	1677483
2411	1127405	1677085
2412	1127910	1676674
2413	1128403	1676244
2414	1128893	1675810
2415	1129337	1675308
2416	1129768	1674787
2417	1130246	1674335
2418	1130739	1673905
2419	1131280	1673546
2420	1131778	1673124
2421	1132244	1672655
2422	1132760	1672259
2423	1133267	1671850
2424	1133766	1671428
2425	1134298	1671056
2426	1134830	1670684
2427	1135274	1670181
2428	1135765	1669747
2429	1136280	1669349
2430	1136804	1668965
2431	1137297	1668534
2432	1137799	1668117
2433	1138256	1667634
2434	1138822	1667310
2435	1139297	1666853
2436	1139787	1666418
2437	1140303	1666021
2438	1140796	1665590
2439	1141275	1665140
2440	1141731	1664654
2441	1142222	1664220
2442	1142713	1663786
2443	1143192	1663335
2444	1143671	1662884
2445	1144184	1662482
2446	1144642	1662000
2447	1145139	1661574
2448	1145640	1661155
2449	1146144	1660739
2450	1146634	1660303
2451	1147055	1659768
2452	1147516	1659291
2453	1147982	1658820
2454	1148463	1658372
2455	1148950	1657932
2456	1149433	1657485
2457	1149918	1657042
2458	1150435	1656645
2459	1150945	1656238
2460	1151431	1655797
2461	1151973	1655435
2462	1152471	1655011
2463	1152958	1654570
2464	1153445	1654129
2465	1153906	1653651
2466	1154409	1653233
2467	1154889	1652783
2468	1155370	1652333
2469	1155846	1651877
2470	1156325	1651425
2471	1156792	1650956
2472	1157256	1650482
2473	1157780	1650094
2474	1158268	1649655
2475	1158757	1649217
2476	1159243	1648774
2477	1159731	1648334
2478	1160230	1647911
2479	1160764	1647537
2480	1161266	1647116
2481	1161772	1646703
2482	1162253	1646252
2483	1162725	1645790
2484	1163231	1645376
2485	1163709	1644921
2486	1164208	1644497
2487	1164683	1644039
2488	1165150	1643568
2489	1165651	1643146
2490	1166081	1642624
2491	1166520	1642117
2492	1166998	1641662
2493	1167515	1641262
2494	1167954	1640753
2495	1168408	1640265
2496	1168868	1639786
2497	1169405	1639414
2498	1169900	1638983
2499	1170399	1638558
2500	1170750	1637927
2501	1171209	1637446
2502	1171755	1637086
2503	1172265	1636677
2504	1172776	1636268
2505	1173234	1635787
2506	1173708	1635326
2507	1174229	1634931
2508	1174725	1634501
2509	1175217	1634067
2510	1175761	1633704
2511	1176215	1633216
2512	1176759	1632853
2513	1177222	1632377
2514	1177706	1631931
2515	1178212	1631515
2516	1178684	1631051
2517	1179177	1630617
2518	1179650	1630155
2519	1180183	1629776
2520	1180699	1629374
2521	1181183	1628928
2522	1181658	1628468
2523	1182116	1627985
2524	1182618	1627564
2525	1183110	1627128
2526	1183555	1626628
2527	1184068	1626220
2528	1184517	1625725
2529	1185030	1625318
2530	1185507	1624861
2531	1185985	1624406
2532	1186538	1624053
2533	1187146	1623777
2534	1187689	1623409
2535	1188305	1623142
2536	1188836	1622759
2537	1189328	1622322
2538	1189833	1621903
2539	1190306	1621441
2540	1190638	1620786
2541	1191108	1620319
2542	1191635	1619931
2543	1192191	1619581
2544	1192700	1619167
2545	1193184	1618718
2546	1193692	1618303
2547	1194147	1617816
2548	1194652	1617397
2549	1195160	1616982
2550	1195649	1616540
2551	1196206	1616190
2552	1196714	1615775
2553	1197296	1615459
2554	1197790	1615024
2555	1198243	1614534
2556	1198722	1614079
2557	1199229	1613662
2558	1199649	1613127
2559	1200111	1612650
2560	1200589	1612193
2561	1201081	1611756
2562	1201533	1611264
2563	1202034	1610839
2564	1202504	1610370
2565	1202995	1609932
2566	1203469	1609471
2567	1203960	1609031
2568	1204464	1608608
2569	1204958	1608174
2570	1205456	1607744
2571	1205919	1607267
2572	1206382	1606790
2573	1206905	1606393
2574	1207388	1605944
2575	1207834	1605444
2576	1208341	1605026
2577	1208907	1604685
2578	1209380	1604223
2579	1209871	1603783
2580	1210339	1603313
2581	1210815	1602852
2582	1211281	1602380
2583	1211777	1601947
2584	1212293	1601539
2585	1212749	1601054
2586	1213242	1600617
2587	1213708	1600144
2588	1214191	1599693
2589	1214683	1599254
2590	1215149	1598782
2591	1215573	1598254
2592	1216033	1597773
2593	1216488	1597286
2594	1216946	1596802
2595	1217466	1596401
2596	1217964	1595969
2597	1218440	1595510
2598	1218896	1595024
2599	1219407	1594610
2600	1219940	1594223
2601	1220434	1593788
2602	1220900	1593314
2603	1221364	1592839
2604	1221813	1592344
2605	1222234	1591812
2606	1222754	1591410
2607	1223276	1591010
2608	1223744	1590538
2609	1224198	1590051
2610	1224668	1589582
2611	1225144	1589123
2612	1225593	1588628
2613	1226047	1588139
2614	1226501	1587650
2615	1226986	1587202
2616	1227476	1586760
2617	1227917	1586255
2618	1228441	1585857
2619	1228905	1585381
2620	1229391	1584934
2621	1229908	1584526
2622	1230432	1584129
2623	1230919	1583683
2624	1231365	1583184
2625	1231882	1582776
2626	1232320	1582267
2627	1232797	1581808
2628	1233243	1581309
2629	1233699	1580823
2630	1234132	1580308
2631	1234616	1579858
2632	1235109	1579420
2633	1235630	1579018
2634	1236113	1578566
2635	1236551	1578057
2636	1237024	1577593
2637	1237518	1577155
2638	1237954	1576644
2639	1238428	1576182
2640	1238912	1575731
2641	1239390	1575273
2642	1239851	1574794
2643	1240314	1574316
2644	1240732	1573783
2645	1241201	1573314
2646	1241731	1572923
2647	1242208	1572463
2648	1242685	1572003
2649	1243132	1571506
2650	1243634	1571079
2651	1244080	1570581
2652	1244560	1570125
2653	1245014	1569638
2654	1245513	1569205
2655	1245984	1568738
2656	1246464	1568283
2657	1246965	1567854
2658	1247456	1567413
2659	1247993	1567029
2660	1248546	1566665
2661	1249060	1566252
2662	1249549	1565808
2663	1250047	1565375
2664	1250509	1564896
2665	1251067	1564537
2666	1251611	1564162
2667	1252106	1563725
2668	1252622	1563314
2669	1253114	1562872
2670	1253605	1562430
2671	1254135	1562036
2672	1254646	1561619
2673	1255144	1561185
2674	1255586	1560682
2675	1256048	1560204
2676	1256512	1559728
2677	1257022	1559309
2678	1257451	1558789
2679	1257896	1558289
2680	1258369	1557825
2681	1258863	1557385
2682	1259337	1556921
2683	1259741	1556372
2684	1260161	1555842
2685	1260641	1555385
2686	1261112	1554918
2687	1261584	1554452
2688	1262039	1553965
2689	1262500	1553485
2690	1262999	1553052
2691	1263462	1552576
2692	1264022	1552217
2693	1264563	1551835
2694	1265034	1551368
2695	1265554	1550961
2696	1266060	1550537
2697	1266557	1550101
2698	1267049	1549659
2699	1267517	1549187
2700	1268084	1548837
2701	1268547	1548360
2702	1269055	1547937
2703	1269534	1547480
2704	1270039	1547053
2705	1270552	1546637
2706	1271060	1546214
2707	1271514	1545725
2708	1272010	1545288
2709	1272471	1544808
2710	1272972	1544377
2711	1273444	1543911
2712	1273806	1543310
2713	1274228	1542784
2714	1274652	1542259
2715	1275130	1541800
2716	1275620	1541354
2717	1276064	1540854
2718	1276530	1540381
2719	1277032	1539950
2720	1277536	1539522
2721	1278028	1539080
2722	1278530	1538649
2723	1279053	1538245
2724	1279496	1537743
2725	1279965	1537272
2726	1280490	1536870
2727	1280955	1536395
2728	1281420	1535919
2729	1281955	1535529
2730	1282461	1535102
2731	1283073	1534803
2732	1283511	1534296
2733	1283953	1533794
2734	1284480	1533392
2735	1284893	1532855
2736	1285287	1532295
2737	1285678	1531732
2738	1286032	1531125
2739	1286395	1530529
2740	1286742	1529914
2741	1287093	1529303
2742	1287438	1528687
2743	1287787	1528074
2744	1288063	1527376
2745	1288449	1526808
2746	1288830	1526234
2747	1289190	1525635
2748	1289573	1525065
2749	1289951	1524488
2750	1290328	1523910
2751	1290609	1523219
2752	1290967	1522619
2753	1291311	1522003
2754	1291648	1521378
2755	1292076	1520862
2756	1292510	1520351
2757	1292855	1519738
2758	1293196	1519119
2759	1293549	1518514
2760	1293922	1517934
2761	1294294	1517351
2762	1294667	1516771
2763	1295017	1516163
2764	1295381	1515573
2765	1295726	1514959
2766	1296064	1514338
2767	1296449	1513772
2768	1296813	1513183
2769	1297147	1512558
2770	1297488	1511941
2771	1297838	1511336
2772	1298165	1510703
2773	1298545	1510132
2774	1298876	1509505
2775	1299235	1508910
2776	1299577	1508296
2777	1299956	1507724
2778	1300346	1507166
2779	1300739	1506611
2780	1301106	1506027
2781	1301468	1505437
2782	1301802	1504814
2783	1302122	1504175
2784	1302533	1503643
2785	1302910	1503070
2786	1303264	1502472
2787	1303589	1501839
2788	1303961	1501262
2789	1304331	1500682
2790	1304656	1500050
2791	1305044	1499492
2792	1305407	1498905
2793	1305779	1498328
2794	1306129	1497725
2795	1306462	1497104
2796	1306841	1496536
2797	1307219	1495966
2798	1307617	1495421
2799	1307974	1494828
2800	1308283	1494180
2801	1308627	1493572
2802	1308977	1492972
2803	1309337	1492383
2804	1309705	1491803
2805	1310060	1491209
2806	1310416	1490616
2807	1310778	1490030
2808	1311163	1489470
2809	1311529	1488888
2810	1311889	1488301
2811	1312266	1487733
2812	1312623	1487141
2813	1312986	1486558
2814	1313314	1485935
2815	1313664	1485336
2816	1314039	1484766
2817	1314460	1484249
2818	1314771	1483606
2819	1315142	1483033
2820	1315530	1482478
2821	1315939	1481947
2822	1316299	1481361
2823	1316640	1480754
2824	1317013	1480183
2825	1317381	1479606
2826	1317761	1479043
2827	1318153	1478495
